Lyrics
I stand on oceans
"물 위를 걸어, 너는 허우적"
I’m taking over
여전히 나는 목이 말라
N/A
Water water water water
Water water water water
Water water water water
Water water water water
N/A
우린 운이 터져 Waterfall
인생은 원래 Wonderful (All day)
기념일 1111 넘쳐 빼빼로 인기 (Level up)
Only we can make ’em sweat
"Turn it up, I’ll make you hotter"
빨려들어 더 깊이 Like water
Hold me harder
N/A
대체 언제 나냐 땀이
높은 곳은 내게 휴양지
서핑 서핑 계속 전진
넘어짐은 Don’t worry
N/A
I stand on oceans
"물 위를 걸어, 너는 허우적"
I’m taking over
여전히 나는 목이 말라
N/A
Water water water water
Water water water water
Water water water water
Water water water water
Water water water water
N/A
Ice cream
"I’ll be sweet, 더 차갑게"
긴 밤의 현실
"동은 터, 더 지난 뒤에"
N/A
Here comes the sun
Let it beam on my skin
Melt away
Drop drop
N/A
떨어져 폭포 난 또 젖어버렸어
내 이름 꼴통 싹 다 마셔버렸어
사랑은 부어 부어줘
참견은 다물어줘
지붕을 뚫어 뚫어줘 함성을 질러줘
N/A
I stand on oceans
"물 위를 걸어, 너는 허우적"
I’m taking over
여전히 나는 목이 말라
N/A
Water water water water
Water water water water
Water water water water
Water water water water
N/A
Water water water water
Water water water water
Water water water water
Water water water water
Water water
Water water water water
