Lyrics
"Eyes on you, Eyes on me"
너의 손을 꼭 잡을 때
"Eyes on you, Eyes on me"
널 쉴 틈 없이 알고 싶어
N/A
섬세한 한마디 우리의 대화
"So sweet, 시작해"
같이 걸어 볼까 Under the moonlight
"No matter what you do, I promise you"
N/A
같은 BPM 맞춰지는 Heart rate
솔직한 우리 터져 나올 것 같아
고개를 돌리며 마주 봐 Highlight
N/A
"Eyes on you, Eyes on me"
너의 손을 꼭 잡을 때
"Eyes on you, Eyes on me"
기적이 나타날 거야
N/A
Tell me more about yourself
너의 첫 번째 상처를 내게 줘
Tell me more about yourself
널 쉴 틈 없이 알고 싶어
N/A
이유 없는 대화 너라서 좋아
"So sweet, 계속해"
이런 우리라도 넌 괜찮다면
"No matter what you do, I promise you"
N/A
우리 둘 시선의 끝
맞닿을 때 생겨나네 피어나는 불
걷잡을 수 없어 Don’t matter
서로가 서로를 꽉 채워
N/A
Dance with me like it is the last time
“Who let the dogs out after bedtime?”
Can’t stop the shindig ‘til 100 degrees
You set me free
N/A
같은 BPM 맞춰지는 Heart rate
솔직한 우리 터져 나올 것 같아
고개를 돌리며 마주 봐 Highlight
N/A
"Eyes on you, Eyes on me"
너의 손을 꼭 잡을 때
"Eyes on you, Eyes on me"
기적이 나타날 거야
N/A
Tell me more about yourself
너의 첫 번째 상처를 내게 줘
Tell me more about yourself
널 쉴 틈 없이 알고 싶어
N/A
너만이 필요하단 걸
