Lyrics
Slip into the diamond life oh!
Slip into the diamond life oh!
Slip into the diamond life oh!
Ah ah ah ah everybody get up
Slip into the diamond life oh!
(Yeah Seventeen rappin the P man)
Slip into the diamond life oh!
(Ha Yeah Let me show you how)
Slip into the diamond life oh!
(It’s post to be done right now)
Ah ah ah ah everybody get upYeah I know I’m only 17
I only got a few dollars
하지만 전혀 개의치 않아 It’d be no problem
이미 충분한 시간과 압력
모두 거쳤으니 잘 봐 I’m that Diamond
감탄하게 될 우리 단단함이
만들어내 가는 기막힌 이 조화보면
너도 좋아할 꺼야 분명
내가 눈에 띄면 엄지 들고 붙어 uh자 눈떠봐 ooh ah
Like Jackson I dance around (Yeh~)
이제 준비된 사람들
여기 하나 둘 셋 넷 (Everybody get up)
흙 속에 묻혀 있던 날
위로 끌어올려 (Yeh~)
이제 빛을 낼 시간이야 oh oh oh oh
Shining Diamonds yeah
시간이 더 흘러도
약해지지 않아 We’ll keep it up
지금 이 빛나는 약속을
네 손에 끼워줄게
Shining Diamonds yeah 널 빛낼게
N/A
(Shining Diamonds yeah)
Oh yes. I’m that Diamond.
흉내 낼 수 없는 Seventeen Carat
1분1초가 보석 같은
시간을 즐겨 this is your life hun
(Shining Diamonds yeah)
Oh yes. I’m that Diamond.
흉내 낼 수 없는 Seventeen Carat
1분1초가 보석 같은
시간을 즐겨 this is your life hun
(Shining Diamonds yeah)
N/A
이제 더 숨기지마 피하려 하지마
난 지금 누구보다 빛나
그 어떤 누구보다 (빛나)
감추려 하지마 yeah uh
N/A
다 필요 없는 감정
여기 상태는 최고조를 달려 (Coups!)
니 몸 안에 감춘 걸
토해내 쏟아내 yeah
모두가 이 몸을 탐 내게 해
N/A
자 눈떠봐 ooh ah
Like Jackson I dance around (Yeh)
이제 준비된 사람들
여기 하나 둘 셋 넷 (Everybody Get Up)
흙 속에 묻혀 있던 날
위로 끌어올려 (Yeh)
이제 빛을 낼 시간이야 oh oh oh oh
N/A
Shining Diamonds yeah
시간이 더 흘러도
약해지지 않아 We’ll keep it up
지금 이 빛나는 약속을
네 손에 끼워줄게
Shining Diamonds yeah 널 빛낼게
N/A
Slip into the diamond life oh!
Slip into the diamond life oh!
Slip into the diamond life oh!
Ah ah ah ah everybody get up
Slip into the diamond life oh!
Slip into the diamond life oh!
Slip into the diamond life oh!
Ah ah ah ah everybody get up
(Slip into the shining diamond life)
N/A
Shining Diamonds yeah
시간이 더 흘러도
약해지지 않아 We’ll keep it up
지금 이 빛나는 약속을
네 손에 끼워줄게
Shining Diamonds yeah 널 빛낼게
We gon shine like Woah~
N/A
(Shining Diamonds yeah)
Oh yes. I’m that Diamond.
흉내 낼 수 없는 Seventeen Carat
1분1초가 보석 같은
시간을 즐겨 this is your life hun
(Shining Diamonds yeah)
Oh yes. I’m that Diamond.
흉내 낼 수 없는 Seventeen Carat
1분1초가 보석 같은
[원우/민규] 시간을 즐겨 this is your life hun
(Shining Diamonds yeah)
