Lyrics
조심해 손 델라
눈떠도 코 베인다
먼저 얘네들부터 제친 다음
내 차례는 오케이야
N/A
자 우주공장 집합
갓 만든 내 집밥
차려진 식탁 첫술로 싹 다
다시 잡아 기강
N/A
Take Off Your Mask Now
이제는 해제 Now
It’s Time To Dance Now Hey
Been Touring Domes Now
Haven’t U Heard Now
Stadium Tours Now Hey
다 뚜까패 Now
부정을 부정 필승 Yes I Can Now Hey
Boy Band Making Bands
12년째 17 Got My Back Now Hey
N/A
I Got The Fire
더 높이 Higher
I Don’t Retire
My Michelin Tire
N/A
I Got The Fire
더 높이 Higher
I Don’t Retire
I Got The Fire
N/A
I Got The Fire
N/A
열정은 Main Dish 덤으로 후식은 목표
접시 위에 Creative 매년 올라 가격표
모두 뒤로 Turning Back
샴페인 터뜨려 Birthday
10년 전으로 돌아가도
난 또 오를 자신 있어 My Way
N/A
우린 Masterpiece야
비행기 안 우리끼리만 Fly Yeah
머릿속 퍼즐 조각
채워놓고 감상 대작
I Got The 환상 I Got The 꿈
이렇게 살다 죽으면 꿀
Win Win Win Win
I Got The Fire
N/A
I Got The Fire
N/A
조심해 손 델라
눈떠도 코 베인다
먼저 얘네들부터 제친 다음
내 차례는 오케이야
N/A
자 우주공장 집합
갓 만든 내 집밥
차려진 식탁 첫술로 싹 다
다시 잡아 기강
N/A
I Got The Fire
N/A
I Got The Fire
