Lyrics
우리 사탕 같은 사랑해요
자그만 말 하나에도 기분이 좋아질 수 있게요
N/A
사랑 같은 건 아마
원래 쓰디쓴 걸까요
나는 싫어요 어쩌죠?
어른이 되는 것 만큼
사랑도 힘든 걸요
그러나 그치만 그래도
N/A
우리 사탕 같은 사랑해요
자그만 말 하나에도 기분이 좋아질 수 있게요
우리 사탕 같은 사랑하며
사르르 녹아질래요? 어때요?
그대 맘을 다 가지고 싶다면
어린 맘인가요
N/A
우리 사탕 같은 사랑해요
상처 뿐인 하루라도 한번은 웃을 수 있게요
우리 사탕 같은 사랑하며
사르르 녹아질래요? 어때요?
그대 맘을 다 가지고 싶다면
어린 맘인가요
