Lyrics
"아 예 아 예 근데 뭐라구요?"
"Yo $. Coup$, Here’s the baton, Man"
등장과 동시에 들러리들 바닥에서
침 흘리며 기절 그 위에서 수영해요
WOAH 옆구리 지방튜브 끼고 못 뜬
애들이 알리 있나
못 뜬 이유 절대 모름 (Don’t know)
맞출 생각 없어
니 식견에 날 맞추지 말길
막 귀들 방구석 박혀 밖에 나오질 않지
그딴 식으로 평생우리 뒤 일팔 (일칠)
광땡도 아녀 불 필요 없이
한번 듣고 끝 (Ho)
N/A
이젠 출발선 신발끈 꽉 매
비스듬해 우리랑 1등 사이 간격
해가 되던 모래주머니 양 옆 (옆)
발에서 떼고 자세를 잡아 크라우치 (달려)
꼴찌에서 이등이 되고
비등비등한 이틈에서
일등이 되고파 (I Wanna Wanna)
무작정 인기 많은건 됐고
우리 얘기로 많은 이들의
귀를 채우고파 (Pull up)
N/A
Hold up 뭔가 무거운 입장
시선 강탈 그 후 사뿐사뿐 뛰어 놀아
Turnt up I don’t give a
What What What What What
What you gonna say
N/A
아~예 근데 뭐라고요?
잘 모르겠어요 전부 다
아~예 이해가 안가요
한번만 더 말해줄래요 너 말야
N/A
(You ain’t) Got no feel got no feel
(You ain’t) Got no feel got no feel
(You ain’t) Got no feel got no feel
I’m turnt up I’m super turnt up
(You ain’t) Got no feel got no feel
(You ain’t) Got no feel got no feel
(You ain’t) Got no feel got no feel
I’m turnt up I’m super turnt up
N/A
Vernon yeah Pull up on you wacks
With a Mac fully loaded ah
퍼부어 장마철
벌집들이 불어나 내 시야를 가려 Wow
지가 뭔 소리하는지도 모르면서
짖어대는 광견들 (Bow Wow)
지금 이 벌스로 치료될걸 바랄게
Cause I’m the vet You know it
N/A
Hold up 뭔가 무거운 입장
시선 강탈 그 후 사뿐사뿐 뛰어 놀아
Turnt up I don’t give a
What What What What What
What you gonna say
N/A
아~예 근데 뭐라고요?
잘 모르겠어요 전부 다
아~예 이해가 안가요
한번만 더 말해줄래요 너 말야
N/A
(You ain’t) Got no feel got no feel
(You ain’t) Got no feel got no feel
(You ain’t) Got no feel got no feel
I’m turnt up I’m super turnt up
(You ain’t) Got no feel got no feel
(You ain’t) Got no feel got no feel
(You ain’t) Got no feel got no feel
I’m turnt up I’m super turnt up
N/A
이 길은 네가 걷지 못해 (아 예)
넌 그 정도 밖에 못해 (아 예)
뭔 말인지 알지 (아예)
모르겠어 제발 신경 좀 꺼주길 바래
이 길은 네가 걷지 못해 (아예)
넌 그 정도 밖에 못해 (아예)
뭔 말인지 알지 ah yeah
One more time say
What What What What What
What you gonna say
N/A
아~예 근데 뭐라고요?
잘 모르겠어요 전부 다
아~예 이해가 안가요
한번만 더 말해줄래요 너 말야
N/A
I’m turnt up I’m super turnt up
